graph,algorithm,n_candidates,n_infected,reliable,n_runs,auc_roc,auc_pr,precision_at_k,recall_at_k,hits_at_k,brier
DLG14,LightGBM,9,1,False,3,0.45098039215686275,0.37254901960784315,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2239774372787399
DLG14,LineageDetector,9,1,False,3,0.22549019607843138,0.10588235294117648,0.0,0.0,0.0,0.0879530783355323
DLG15,degree_anomaly,25,2,False,3,0.3425943226733741,0.11727060817969909,0.03636363636363637,0.03636363636363637,0.03636363636363637,0.09018474186975065
DLG15,boundary,25,2,False,3,0.3679302910528207,0.08335968379446641,0.0,0.0,0.0,0.8557312252964426
DLG15,low_job_connectivity,25,2,False,3,0.2773122529644269,0.08611601030398984,0.0,0.0,0.0,0.23293956066299062
DLG15,completeness,25,2,False,3,0.48573841178584254,0.15183135704874837,0.10909090909090909,0.10909090909090909,0.10909090909090909,0.12264382960035135
DLG15,rule_root,25,2,False,3,0.2970535393460295,0.09764835051280064,0.0,0.0,0.0,0.6884057971014492
DLG15,RandomForest,25,2,False,3,0.601501976284585,0.26954545454545453,0.21818181818181817,0.21818181818181817,0.21818181818181817,0.12552598674883625
DLG15,RUSBoost,25,2,False,3,0.7187747035573122,0.5003030303030304,0.4454545454545455,0.4454545454545455,0.4454545454545455,0.061751274838879995
DLG15,LightGBM,25,2,False,3,0.7623140495867768,0.3897458097458097,0.26363636363636367,0.26363636363636367,0.26363636363636367,0.10989487010947675
DLG15,LineageDetector,25,2,False,3,0.6833201581027668,0.5251836547291093,0.33636363636363636,0.33636363636363636,0.33636363636363636,0.06989682654706697
DLG16,degree_anomaly,246,44,True,3,0.4187999145375966,0.020253207340543266,0.026666666666666665,0.026666666666666665,0.026666666666666665,0.015438597106863723
DLG16,boundary,246,44,True,3,0.5202754595146732,0.011613713132179626,0.008,0.008,0.008,0.6307024930671264
DLG16,low_job_connectivity,246,44,True,3,0.3151114792939714,0.011249463731755434,0.01633333333333333,0.01633333333333333,0.01633333333333333,0.1460746719551579
DLG16,completeness,246,44,True,3,0.6180416792927023,0.05566434497593462,0.02,0.02,0.02,0.052545529477031845
DLG16,rule_root,246,44,True,3,0.5511732132042991,0.01507324011685574,0.008,0.008,0.008,0.4099957237101076
DLG16,RandomForest,246,44,True,3,0.8539044397129544,0.22802049083741335,0.16333333333333333,0.16333333333333333,0.16333333333333333,0.038570140902244775
DLG16,RUSBoost,246,44,True,3,0.6407947978332733,0.02097947994594627,0.005,0.005,0.005,0.13373858876440078
DLG16,LightGBM,246,44,True,3,0.7927924986547221,0.16944971914522466,0.10333333333333333,0.10333333333333333,0.10333333333333333,0.09845999449368904
DLG16,LineageDetector,246,44,True,3,0.8288077610474943,0.18428992316143605,0.14,0.14,0.14,0.03543277905411062
DLG17,degree_anomaly,24,2,False,3,0.13648293886065624,0.06582380825801878,0.0,0.0,0.0,0.06471870013221565
DLG17,boundary,24,2,False,3,0.20495757262061612,0.05947335675596544,0.0,0.0,0.0,0.8931845630215194
DLG17,low_job_connectivity,24,2,False,3,0.12698664308718657,0.06004114645418992,0.0,0.0,0.0,0.2445807003723023
DLG17,completeness,24,2,False,3,0.4354272539055148,0.116264482297091,0.07638888888888888,0.07638888888888888,0.07638888888888888,0.16016419224450626
DLG17,rule_root,24,2,False,3,0.384048952255474,0.07139222492483362,0.0,0.0,0.0,0.5424489459815546
DLG17,RandomForest,24,2,False,3,0.7660695986782944,0.3871031746031746,0.17361111111111113,0.17361111111111113,0.17361111111111113,0.09130867790528589
